2	-227.69
2	-206.38
1.95	-240.79
1.8	-205.6
1.74	-226.07
1.74	-244.52
1.7	-243.91
1.69	-232.21
1.69	-224.37
1.68	-232.37
1.65	-221.35
1.65	-221.39
1.64	-191.25
1.63	-212.65
1.63	-197.99
1.62	-227.83
1.61	-210.46
1.61	-233.02
1.58	-246.65
1.58	-224.55
1.57	-224.84
1.55	-224.99
1.54	-234.46
1.5	-227.85
1.47	-218.34
1.47	-184.66
1.47	-223.31
1.46	-221.62
1.46	-242.03
1.45	-193.76
1.45	-214.42
1.45	-185.5
1.45	-193.6
1.44	-210.38
1.42	-199.43
1.41	-233.87
1.41	-217.87
1.41	-208.31
1.39	-198.75
1.38	-217.08
1.38	-191.16
1.37	-230.82
1.37	-231.96
1.36	-197.06
1.36	-223.85
1.34	-164.12
1.33	-261.37
1.33	-231.8
1.32	-233.18
1.3	-172.6
1.3	-236.28
1.29	-214.63
1.29	-206.71
1.28	-215.6
1.27	-225.28
1.27	-212.3
1.26	-200.91
1.25	-228.82
1.25	-202.09
1.24	-214.25
1.24	-219.76
1.24	-227.84
1.24	-233.34
1.24	-179.51
1.22	-222.81
1.22	-206.16
1.21	-209.64
1.21	-210.78
1.21	-232.21
1.21	-232.21
1.2	-217.42
1.2	-232.53
1.19	-225.01
1.19	-218.65
1.19	-247.44
1.19	-224.05
1.18	-213.56
1.18	-221
1.18	-224.89
1.18	-223.95
1.18	-248.87
1.17	-224.4
1.16	-247.42
1.16	-240.51
1.16	-170.6
1.16	-229.47
1.15	-225.28
1.14	-217.68
1.14	-222.76
1.14	-220.04
1.14	-240.18
1.13	-194.05
1.12	-236.76
1.11	-193.32
1.11	-239.89
1.1	-238.41
1.09	-247.58
1.09	-205.67
1.09	-200.68
1.09	-237.33
1.09	-223.68
1.08	-240.68
1.08	-224.96
1.07	-225.93
1.07	-230.05
1.07	-223.27
1.07	-214.89
1.06	-210.01
1.06	-222.31
1.06	-203.14
1.06	-251.23
1.05	-246.43
1.05	-175.58
1.04	-171.16
1.04	-217.33
1.04	-211.01
1.03	-226.78
1.03	-235.89
1.02	-208.87
1.02	-207.9
1.02	-229.54
1.02	-221.94
1.02	-246.87
