2	-212.31
1.98	-232.97
1.96	-219.87
1.94	-207.95
1.94	-228.38
1.91	-221.46
1.9	-212.28
1.87	-231.14
1.83	-232.93
1.81	-223.54
1.75	-228.81
1.74	-228.46
1.71	-238.13
1.7	-223.89
1.7	-216.72
1.6	-213.58
1.56	-234.63
1.54	-198.7
1.53	-225.49
1.52	-224.04
1.52	-219.68
1.51	-223.88
1.48	-222.81
1.47	-238.41
1.47	-217.19
1.47	-208.71
1.46	-210.35
1.44	-204.01
1.44	-225.55
1.43	-219.67
1.42	-241.29
1.42	-213.92
1.42	-228.64
1.41	-237.34
1.41	-214.22
1.41	-227.61
1.4	-224.52
1.4	-211.86
1.4	-210.74
1.4	-232.78
1.39	-202.96
1.38	-237.21
1.36	-222.63
1.34	-221.52
1.34	-203.76
1.34	-239.42
1.33	-199.64
1.32	-225.23
1.31	-237.46
1.31	-221.21
1.31	-237.98
1.3	-226.19
1.29	-226.59
1.29	-227.45
1.28	-231.05
1.27	-204.69
1.26	-244.39
1.26	-224.62
1.26	-241.68
1.26	-218.28
1.26	-247.69
1.26	-228.88
1.25	-204.93
1.25	-239.23
1.25	-247.76
1.24	-243.47
1.24	-233.3
1.23	-222.64
1.23	-235.04
1.23	-244.65
1.22	-213.62
1.22	-223.04
1.21	-236.16
1.21	-221.64
1.21	-233.41
1.21	-233.15
1.21	-218.38
1.2	-223.01
1.19	-224.49
1.18	-228.1
1.18	-234.58
1.17	-228.57
1.17	-231.45
1.17	-230.52
1.17	-226.79
1.17	-219.65
1.15	-247.65
1.15	-235.13
1.15	-203.2
1.15	-221.6
1.14	-220.42
1.14	-225.79
1.14	-180.64
1.13	-202.24
1.13	-226.69
1.13	-215.63
1.13	-221.55
1.12	-216.93
1.11	-221.61
1.11	-235.34
1.1	-229.84
1.1	-249.22
1.1	-229.19
1.1	-215.62
1.1	-229.29
1.09	-222.33
1.09	-216.26
1.09	-227.42
1.09	-223.77
1.09	-228.59
1.08	-232.35
1.08	-202.59
1.08	-237.05
1.06	-227.14
1.06	-245.29
1.06	-218.88
1.06	-226.79
1.05	-243.88
1.05	-204.73
1.05	-194.76
1.05	-241.73
1.05	-226.09
1.04	-228.98
1.04	-229.95
1.04	-224.71
1.04	-208.37
1.04	-229.89
1.03	-226.54
1.02	-229.08
1.02	-211.9
1.02	-249.63
1.02	-187.38
1.02	-219.73
1.02	-221.03
1.01	-219.87
1	-262.76
1	-226.82
1	-231.88
1	-226.86
1	-234.52
1	-233.42
1	-221.65
0.99	-239.6
0.99	-241.99
0.99	-234.95
0.99	-255.94
0.98	-244
0.98	-248.83
0.98	-222.02
0.98	-229.61
0.97	-223.1
0.97	-219.78
0.97	-212.35
0.97	-248.33
0.97	-225.36
0.97	-223.97
0.96	-223.41
0.96	-254.26
0.95	-215.48
0.95	-226.42
0.95	-249.55
0.95	-232.09
0.95	-237.99
0.95	-234.43
0.95	-251.75
0.94	-240.13
0.94	-225.37
0.94	-252.96
0.94	-241.8
0.93	-222.36
0.93	-227.68
0.93	-214.79
0.93	-242.62
0.93	-214.44
0.92	-221.78
0.92	-233.35
0.92	-229.06
0.92	-231.76
0.91	-205.62
0.91	-235.19
0.91	-228.83
0.9	-227.63
0.9	-243.88
0.9	-236.45
0.9	-222.86
0.9	-240.58
0.89	-252.75
0.89	-248.04
0.89	-239.88
0.89	-238.69
0.89	-226.33
0.89	-251.55
0.89	-239.47
0.89	-222.61
0.88	-233
0.88	-215.1
0.88	-228.46
0.87	-235.83
0.87	-218.54
0.87	-223.14
0.86	-245.14
0.86	-225.71
0.86	-201.13
0.86	-220.22
0.86	-223.27
0.86	-234.44
